"CODIGO_SOLICITUD","FECHA_RECEPCION","FECHA_RESPUESTA","PAIS_SOLICITUD","SECTOR_SOLICITUD","CATEGORIA_SOLICITUD","ESTADO_SOLICITUD","RESUMEN_SOLICITUD","RESUMEN_RESPUESTA","RESERVA","ES_REVISION","FECHA_RECEPCION_REVISION","FECHA_RESPUESTA_REVISION","RESUMEN_SOLICITUD_REVISION","RESUMEN_RESPUESTA_REVISION","ESTADO_REVISION"
C-156-2024,2024-12-05 16:50:00.000,2024-12-06 00:00:00.000,Costa Rica,Medios de comunicación,Compleja,Denegación Parcial,"Estamos trabajando en un reportaje sobre influencers nacionales y me gustaría obtener información relacionada con el contrato que el BCIE mantiene con Robert Barrantes (conocido como Robert Junior) para la promoción de proyectos del banco.

Agradecería mucho si pudieras compartir:
- Una copia del contrato de servicios firmado con él.
- Los vínculos a las producciones contratadas y ya realizadas en el marco de este acuerdo.
- Información sobre cómo se estableció el vínculo entre el BCIE y Barrantes.
Agradezco de antemano tu colaboración en este tema.
"," 
- Una copia del contrato de servicios firmado con él.
 
Es importante señalar que esta contratación no corresponde a ningún proyecto  cooperación o contribución al gobierno de Costa Rica  sino corresponde a gastos regulares del Banco.
El contrato solicitado es reservado de conformidad con el artículo 25  literal l  de la Política De Acceso a la Información que establece que el BCIE no pondrá a disposición del público información relativa a “Gastos del Banco y detalle de bienes inmuebles”.
- Los vínculos a las producciones contratadas y ya realizadas en el marco de este acuerdo.
 
Compartimos algunas de las producciones de referencia:

https://www.instagram.com/share/_dTLu4M6-

https://www.instagram.com/share/BAeQFGkYZ4
 
https://www.instagram.com/share/BA_OM_9C-B 
 
- Información sobre cómo se estableció el vínculo entre el BCIE y Barrantes.
 
Mediante un mecanismo de contratación menor  según lo establecen las Políticas y Normas de Adquisiciones del BCIE.


Fecha de cierre de solicitud: 07/02/2025",Información recibida previo a establecer una relación contractual o recibida bajo el amparo de un contrato suscrito bajo un acuerdo de confidencialidad.,0,,,,,
F-45-2024,2024-03-12 20:17:01.000,2024-04-22 14:57:23.000,Estados Unidos,Medios de comunicación,Compleja,Denegación Parcial,"El listado de todas las personas que prestan y/o prestaron servicios técnicos y/o profesionales para el BCIE en los años 2016  2017  2018  2019  2020  2021  2022  2023 y 2024  indicando de cada una:

1. Nombres y apellidos completos
2. Puesto de trabajo
3. Departamento  dirección o área de trabajo
4. Todas las remuneraciones obtenidas  incluyendo pagos  bonos  dietas  prestaciones  viáticos  etc."," 
Adjunto encontrará la información solicitada. 
Respecto a información sobre remuneraciones obtenidas  incluyendo pagos  bonos  dietas  prestaciones  viáticos  cumplo en indicarle que dicha información es reservada de conformidad con el artículo 25  literal f  de la Política de Acceso a la Información referida a: “Información personal  financiera y salarial de funcionarios  empleados y demás personal  jubilados o exempleados  así como sus declaraciones de situación patrimonial”. 


Fecha de cierre de solicitud: 04/22/2024",Información personal  financiera y salarial de funcionarios  empleados y demás personal  jubilados o exempleados  así como sus declaraciones de situación patrimonial. ,0,,,,,
F-63-2024,2024-05-06 15:55:32.000,2024-10-22 17:36:25.000,El Salvador,Academia,Compleja,Denegación Parcial,Acta donde consten los votos del Directorio (en contra  a favor u abstenciones) de préstamos o refinanciamientos de préstamos a El Salvador. Periodo: 2019 a la fecha.,"Las actas del directorio es información reservada de conformidad con el artículo 25  literal a  de la Política de Acceso a la Información  la cual establece que: 
“información deliberativa de Asamblea de Gobernadores  Directorio  comités de gobernadores  comités de directores y comités de la Administración  incluyendo las manifestaciones individuales de cada uno de sus miembros:
- Acuerdos y resoluciones que hayan sido clasificados en categorías No Públicas.
- Actas y verbatim de sesiones”. 
Respecto a los votos  adjunto encontrará una sistematización de votos respecto de los aprobaciones de préstamos del Sector Público de conformidad con la información requerida. Cumplo en indicarle que la figura de refinamientos no es aplicable en este tipo de operaciones. 


Fecha de cierre de solicitud: 10/22/2024",Información deliberativa de Asamblea de Gobernadores  Directorio  comités de gobernadores y comités de la Administración.,0,,,,,
F-48-2023,2023-03-30 11:56:07.000,2023-05-24 00:00:00.000,United States,Medios de comunicación,Compleja,Denegación Parcial,,,Informes de órganos de control internos y externos.,0,,,,,
F-8-2021,2021-03-26 09:51:10.000,,El Salvador,ONG,Compleja,Desestimado,,,,0,,,,,
F-37-2025,2025-04-02 09:58:55.000,2025-06-06 10:39:25.000,Honduras,ONG,Compleja,Denegado,"Buen dìa.

Estoy en busca del documento: ""Estudio de prefactibilidad técnica y económica de infraestructuras hidráulicas en la Cuenca Baja del Río Choluteca""  citado en el siguiente divulgativo:
 https://www.bcie.org/fileadmin/user_upload/MOROLICA_11.10.22.pdf 

Y en el articulo ""BCIE presenta estudio de prefactibilidad de “represa de Morolica” y sistema de obras hídricas que beneficiarían a más de 270 mil hondureños en Choluteca"" 

https://www.bcie.org/paises-socios/extrarregionales/colombia?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Bnews%5D=7461&cHash=305969acd11094ac42166adacf933504

Completamente agradecido de antemano.","La información solicitada es reservada  de conformidad con el artículo 25  literal a  de la Política de Acceso a la Información  referida a información deliberativa. El documento señalado es un insumo de trabajo de la Institución.


Fecha de cierre de solicitud: 06/06/2025",Comunicaciones de cualquier naturaleza  dentro y entre dependencias.,0,,,,,
F-36-2023,2023-03-29 13:54:26.000,2023-04-13 17:17:18.000,United States,Medios de comunicación,Compleja,Denegación Parcial,,,Información relativa a operaciones sin garantía soberana y del sector privado  salvo que se cuente con autorización expresa de la contraparte. ,0,,,,,
F-129-2023,2023-09-13 04:22:38.000,2023-09-13 09:01:43.000,España,Sector Privado,Estandar,Denegado,,,Documentos del marco regulatorio del BCIE clasificados en categorías “No Públicas”.,0,,,,,
F-120-2022,2022-09-14 10:02:44.000,2022-11-04 12:13:35.000,Guatemala,Medios de comunicación,Compleja,Denegación Parcial,,,Detalles de los procesos de reclutamiento y selección  así como los expedientes del personal.,0,,,,,
F-133-2024,2024-09-26 15:08:56.000,2024-10-29 10:48:16.000,El Salvador,Personal,Compleja,Denegado,"Los informes o copias de los contratos entre el Ministerio de Obras Públicas de El Salvador y las empresas Dongbu Corporation  Geometrica Engenharia de projetos LTDA    Concremat Engenharia e Tecnologia S.A. y Dohwa Engineering  referente al proyecto “Construcción de Viaducto y Ampliación de carretera CA01W (Tramo los chorros)  entre autopista Monseñor Romero y CA01W; municipio de Santa Tecla  Colón y San Juan Opico  departamento La Libertad""  proyecto financiado por el BCIE

Los informes que presentó el Ministerio de Obras Públicas de El Salvador al BCIE sobre las empresas que participaron en el proceso de licitación para la construcción y supervisión del proyecto “Construcción de Viaducto y Ampliación de carretera CA01W (Tramo los chorros)  entre autopista Monseñor Romero y CA01W; municipio de Santa Tecla  Colón y San Juan Opico  departamento La Libertad. Así como sus ofertas técnicas y económicas. 
","La información que se solicita no es generada por el BCIE. El propietario de la misma es el prestatario. Por consiguiente  la información requerida es reservada de conformidad con el artículo 25  literal g  de la Política de Acceso a la Información  el cual establece que el Banco no pondrá a disposición del público: “Información recibida previo a establecer una relación contractual o recibida bajo el amparo de un contrato suscrito que incluya un acuerdo de confidencialidad con cualquier contraparte del BCIE  incluyendo inversionistas  clientes  fuentes de recursos  proveedores de servicios y calificadoras de riesgo  entre otros”. 


Fecha de cierre de solicitud: 10/29/2024",Información recibida previo a establecer una relación contractual o recibida bajo el amparo de un contrato suscrito bajo un acuerdo de confidencialidad.,0,,,,,
F-127-2024,2024-09-10 11:14:00.000,2024-09-25 18:15:07.000,Honduras,Sector Privado,Compleja,Denegación Parcial,Quisiera informacion de sueldo que devenga un director del BCIE  requisitos y funciones q ejecuta,"El salario de todas y todos los funcionarios del Banco es información reservada de conformidad con el artículo 25  literal f  de la Política de Acceso a la Información  referida a: “Información personal  financiera y salarial de funcionarios  empleados y demás personal  jubilados o exempleados  así como sus declaraciones de situación patrimonial”.
Los requisitos para ser director son: 
NACIONALIDAD:
Ser nacional del respectivo país miembro en caso de que la representación sea a nombre de países. Dicha disposición no es aplicable cuando sean electos como directores personas que representen a los organismos públicos con ámbito de acción a nivel internacional a que se refiere el Convenio Constitutivo del Banco.
NIVEL ACADÉMICO:
Grado académico de licenciatura o ingeniería  preferentemente con maestría  postgrado o doctorado en disciplinas profesionales relevantes para el puesto.
EXPERIENCIA:
Reconocida capacidad y amplia experiencia de al menos 10 años en asuntos económicos  financieros o bancarios  preferiblemente relacionados con temas de banca de desarrollo.
IDIOMAS:
Español y/o inglés.
OTROS CONOCIMIENTOS:  Conocimiento sobre la situación económica  social y política y el entorno de los países en los cuales desarrolla sus operaciones el Banco. Conocimiento de los actores y las personalidades que manejan las políticas relacionadas con la actividad del Banco y con el quehacer económico de la región.
COMPETENCIAS: Visión estratégica. Impacto e influencia. Orientación hacia resultados.
Las funciones de los directores son:
Como miembro del Directorio  deberá participar en la formación de la voluntad colectiva del mismo a fin de que cumpla con su papel de órgano responsable de la dirección del Banco y ejerza todas las facultades que le delegue la Asamblea de Gobernadores y las siguientes: Definir las políticas operativas y administrativas del Banco; aprobar el presupuesto  así como los planes de corto  mediano y largo plazo y las operaciones activas y pasivas; determinar la organización básica del Banco  inclusive el número y las responsabilidades generales de los cargos gerenciales y de rango equivalente; ejercer el control de la gestión de la Administración; proponer a la Asamblea de Gobernadores la constitución de reservas de capital y ejercer las demás atribuciones establecidas en el Convenio Constitutivo o en los reglamentos aprobados por la Asamblea de Gobernadores.
Desempeñar  entre otras diligencias  las relacionadas con la promoción del Banco y con las actividades y operaciones de este en su país que fueren acordadas entre el Directorio y el Presidente Ejecutivo.
Participar en las reuniones de la Asamblea de Gobernadores con voz  pero sin voto.
Participar en los comités de directores para los que sea designado por el Directorio.
Presentar a la Asamblea de Gobernadores planteamientos sobre decisiones que  a su juicio  contradigan disposiciones del Convenio Constitutivo o resoluciones y acuerdos de la Asamblea de Gobernadores.
Cuando así sea acordado  representar al Banco o integrar las delegaciones para participar en reuniones de carácter nacional  regional o internacional.
Coadyuvar a fomentar los vínculos del BCIE con el socio o los socios que representa.
La normativa pública del Banco puede ser encontrada en el siguiente enlace: 
https://www.bcie.org/acceso-a-la-informacion/marco-regulatorio-de-acceso-a-la-informacion 


Fecha de cierre de solicitud: 09/25/2024",Información personal  financiera y salarial de funcionarios  empleados y demás personal  jubilados o exempleados  así como sus declaraciones de situación patrimonial. ,0,,,,,
